SMILES,ID,LNID,WX_inventory,CASRN,MDLNumber,ComputedPrice_1g/$
COC(=O)C1=CC(B2OC(C)(C)C(C)(C)O2)=NN1C,Compound 2791,LN04642234,4.88g,929899-20-7,MFCD16995823,254
CC(C)(C)OC(=O)N1CC=C(B2OC(C)(C)C(C)(C)O2)CCC1,Compound 2792,LN04643070,2.95g,951259-25-9,MFCD18383342,1250
COC1=C(C=O)C=CC(B2OC(C)(C)C(C)(C)O2)=C1,Compound 2793,LN04643285,0.4g,956431-01-9,MFCD18732927,21
B1(C=2C(=NN(C2)C)C=3C=CC(F)=CC3)OC(C)(C)C(O1)(C)C,Compound 2794,LN04643890,46.14g,1286230-78-1,MFCD22572268,600
CC/C=C(\CC)/B1OC2=CC=CC=C2O1,Compound 2795,LN04644014,0.1g,37490-28-1,MFCD10565643,3
C(=CCC)B(O)O,Compound 2796,LN04644026,0.1g,852458-12-9,MFCD09840136,3
O1B(OC(C1(C)C)(C)C)C=2C=C(C=CC2)C(F)F,Compound 2797,LN04644143,0.04g,627525-89-7,MFCD18733446,50
COC1=CC(B(O)O)=CC(C#N)=C1,Compound 2798,LN04648283,0.16g,960589-15-5,MFCD18394282,82
CN(C)S(=O)(=O)N1C=C(B2OC(C)(C)C(C)(C)O2)C=N1,Compound 2799,LN04648389,0.05g,959585-47-8,MFCD18383273,500
CC1=CC=CC2=CC=CC(B(O)O)=C12,Compound 2800,LN04649750,0.23g,948592-91-4,MFCD18415096,175
CN1C(=O)NC2=CC=C(B3OC(C)(C)C(C)(C)O3)C=C12,Compound 2801,LN04650546,0.09g,944805-83-8,MFCD22377118,56
CN(C)C(=O)N1C=C(B2OC(C)(C)C(C)(C)O2)C=N1,Compound 2802,LN04650901,0.001g,942070-94-2,MFCD12405504,128
CC1(OB(C2=CN(N=C2)CC3=CC4=CC=CC=C4C=C3)OC1(C)C)C,Compound 2803,LN04650999,0.1g,941686-18-6,MFCD22571838,Need to inquire
FC1=C(B2OC(C)(C)C(C)(C)O2)C=CC(C3(CC3)C#N)=C1,Compound 2804,LN04654363,1g,917397-94-5,MFCD22418790,3
CN1CCN(CCOC2=CC=C(B3OC(C)(C)C(C)(C)O3)C=C2)CC1,Compound 2805,LN04655140,138.03g,910462-34-9,MFCD09746225,363
OB(O)C1=CC=CC=C1C(F)F,Compound 2806,LN04660143,65.88g,879275-70-4,MFCD09864669,314
CC1(C)OB(C2=C(Cl)C=CC(C#N)=C2)OC1(C)C,Compound 2807,LN04663045,0.05g,863868-30-8,MFCD11617917,3
CC1=NC2=C(C=C(B3OC(C)(C)C(C)(C)O3)C=C2)S1,Compound 2808,LN04666690,0.12g,837392-69-5,MFCD13181967,208
CC(C)(C)OC(=O)COC1=CC=CC(B2OC(C)(C)C(C)(C)O2)=C1,Compound 2809,LN04669758,1.2g,769968-18-5,MFCD30188007,263
O=C(OC(C)(C)C)COC1=CC=C(B2OC(C)(C)C(C)(C)O2)C=C1,Compound 2810,LN04669759,0.4g,769968-17-4,,447
O=C(OC)C1=CC(B2OC(C)(C)C(C)(C)O2)=CC=C1Cl,Compound 2811,LN04686072,1g,625470-33-9,MFCD14560557,3
CC1(C)OB(C2=CC(Cl)=C(F)C=C2)OC1(C)C,Compound 2812,LN04686700,19.9g,635305-46-3,MFCD11111387,3
CC1(C)OB(C2=CC=C(CCCO)C=C2)OC1(C)C,Compound 2813,LN04687681,1.7g,651030-57-8,MFCD18734359,3
CC1(C)C(C)(C)OB(C2CCCC2)O1,Compound 2814,LN04688260,8.75g,66217-55-8,,3
CC1(C)OB(C=C2CCCCC2)OC1(C)C,Compound 2815,LN04693128,8.69g,74213-49-3,MFCD31390398,200
CC1=CC(B(O)O)=CC(C)=C1F,Compound 2816,LN04695405,0.7g,342636-66-2,MFCD08706256,3
CC1CC(C)(C)OBO1,Compound 2817,LN04703380,1.23g,23894-82-8,MFCD05663892,3
CC1(C)C(C)(C)OB(C2=CN=C(Cl)C(Br)=C2)O1,Compound 2818,LN04704656,0.1g,2223049-72-5,MFCD16995190,3
COC1=CC=C(C2=C(B(O)O)C=CC=C2)C=C1,Compound 2819,LN04705175,0.15g,219540-53-1,MFCD28989387,3
FC(F)(F)OC1=C(Cl)C=CC=C1B(O)O,Compound 2820,LN04735824,1.81g,1942072-67-4,MFCD18393881,67
O=C(O)CC1OB(O)C2=C1C=CC=C2,Compound 2821,LN04737000,7.5g,19203-45-3,MFCD20644026,153
CC1(C)C(C)(C)OB(C2=CN(C)N=C2OC)O1,Compound 2822,LN04737216,13.03g,1911653-28-5,MFCD30746243,320
O=S(C(C(OC)=C1)=CC=C1B(O)O)(C)=O,Compound 2823,LN04744595,0.63g,1313617-68-3,MFCD27935712,345
CC1=CN2N=C(B3OC(C)(C)C(C)(C)O3)C=C(C)C2=N1,Compound 2824,LN04748566,13.2g,1825352-86-0,MFCD31556434,58
CC1(C)OB(C2=CC3=C(CCNC3=O)S2)OC1(C)C,Compound 2825,LN04748812,0.4g,,MFCD31556959,733
CC(C)(C)OC(=O)N1CC(B2OC(C)(C)C(C)(C)O2)C1,Compound 2826,LN04749119,0.67g,,MFCD29764413,104
OB(C1=C(F)C=C(C(OC)=O)C=C1F)O,Compound 2827,LN04751726,0.24g,2022984-58-1,MFCD03095142,3
CC(C)(C)C1=CC(B(O)O)=CC(Br)=C1,Compound 2828,LN04803055,1g,1373881-94-7,MFCD28167195,3
CC1(C)OB(C2=CN(C3=NC=CC=C3)N=C2)OC1(C)C,Compound 2829,LN04803071,16.181g,1373616-12-6,MFCD21099722,470
CC1(C)OB(C2=CC=C(OCC3CC3)C=C2)OC1(C)C,Compound 2830,LN04804406,5g,1366577-88-9,MFCD24039794,61
O=C(OC)C1=CC(B2OC(C)(C)C(C)(C)O2)=CC(C#N)=C1,Compound 2831,LN04809636,0.9g,1352413-06-9,MFCD18373989,24
N#CC1=CC(N)=CC=C1B2OC(C)(C)C(C)(C)O2,Compound 2832,LN04809947,0.72g,1350635-52-7,MFCD24039483,358
CC(C)OC1=CC=C(B2OC(C)(C)C(C)(C)O2)C=C1F,Compound 2833,LN04809977,29.3g,1350426-06-0,MFCD22493581,230
CC(C)(C)OC(=O)N1CCC(B2OC(C)(C)C(C)(C)O2)=CC1=O,Compound 2834,LN04810267,3370.03g,1345469-26-2,MFCD27635065,3
CC1(C)OB(C2=C3SC=NC3=CC=C2)OC1(C)C,Compound 2835,LN04815108,0.1g,1326714-48-0,MFCD16996158,5
CC1(C)C(C)(C)OB(C2=CC(OC)=C(C(C)C)C(OC)=C2)O1,Compound 2836,LN04817660,219.19g,1305339-26-7,,267
COC1=C(B2OC(C)(C)C(C)(C)O2)C=CC=C1[N+](=O)[O-],Compound 2837,LN04835588,0.2g,1257792-67-8,MFCD18383414,3
CNC(=O)CC1=CC=C(B2OC(C)(C)C(C)(C)O2)C=C1,Compound 2838,LN04836192,0.05g,1256359-34-8,MFCD16660303,3
CC1(C)OB(/C=C/C2=CC=C(Br)C=C2)OC1(C)C,Compound 2839,LN04840413,0.94g,1242770-51-9,MFCD12546200,3
OB(O)C1=CC(O)=CC=C1OC(F)(F)F,Compound 2840,LN04843683,0.25g,1217500-69-0,MFCD12913937,3
COC(=O)C1=CC(B2OC(C)(C)C(C)(C)O2)=CN1,Compound 2841,LN04850177,0.93g,1198605-53-6,MFCD16995409,32
CC(C)[Si](C1=NC=C(B2OC(C)(C)C(C)(C)O2)O1)(C(C)C)C(C)C,Compound 2842,LN04851471,8.57g,1186127-11-6,MFCD16170324,52
CC(O)/C=C/B1OC(C)(C)C(C)(C)O1,Compound 2843,LN04902613,1.4g,117924-31-9,MFCD31390396,3
CC(C(C)(C)O1)(C)OB1C2=CN(C3(CC#N)CN(C3)C(OC(C)(C)C)=O)N=C2,Compound 2844,LN04906006,1g,1153949-15-5,MFCD28401390,3
ClC1=NC(F)=CC(B2OC(C)(C)C(C)(C)O2)=C1,Compound 2845,LN04906968,2g,1146615-89-5,MFCD11504972,3
CC1(C)OB(C2=CC=C3NC(=O)OC3=C2)OC1(C)C,Compound 2846,LN04908569,1g,1105710-32-4,MFCD13182073,3
COC[C@H]1C[C@@H]1B2OC(C)(C)C(C)(C)O2,Compound 2847,LN04910057,1g,1093207-37-4,MFCD26096401,1410
CC1=CC(F)=C(C)C=C1B(O)O,Compound 2848,LN04911526,0.14g,1072946-10-1,MFCD10699621,45
O=C(CN1CCOCC1)NC2=CC(B3OC(C)(C)C(C)(C)O3)=CC=C2,Compound 2849,LN04912199,16.8g,1059171-55-9,,460
CC1(C)OB(C2=COCC2)OC1(C)C,Compound 2850,LN04913104,1g,1046812-03-6,MFCD13182120,160
OB(O)C1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,Compound 2851,LN04914350,0.3g,1035491-05-4,MFCD13182407,3
CC1=NC2=CC=CC(B3OC(C)(C)C(C)(C)O3)=C2O1,Compound 2852,LN04915129,10.14g,1025719-20-3,MFCD12407273,357
CC1(C)OB(C2=CC=C(N3CCCC3=O)C=C2)OC1(C)C,Compound 2853,LN04918516,0.05g,1003309-09-8,MFCD22415356,94
CCOC(=O)C1=NC=C(B(O)O)N1,Compound 2854,LN04941311,1.1g,,MFCD10697498,5
O=CC1=CC(B(O)O)=C(F)C(F)=C1,Compound 2855,LN04941752,2g,,MFCD16251600,3
CC1(C)C(C)(C)OB(C2=C(OC=N3)C3=CC=C2)O1,Compound 2856,LN04942460,0.5g,2137501-14-3,MFCD16995817,32
FC1=CC(Cl)=NC=C1B(O)O,Compound 2857,LN04944781,0.57g,2096341-49-8,MFCD13189268,82
OB(O)C1=CC=C(OCC2=CC=CC=C2)N=C1OCC3=CC=CC=C3,Compound 2858,LN04944966,88.06g,2096339-92-1,MFCD18434424,3
CC(C)NC1=NC=CC(B2OC(C)(C)C(C)(C)O2)=C1,Compound 2859,LN04946959,0.1g,,MFCD14585575,3
OB(O)C1=CC=CC2=NC=NN12,Compound 2860,LN04951074,0.25g,,MFCD22394723,194
NC1=CC(B(O)O)=CC=C1C(F)(F)F,Compound 2861,LN04951120,1.05g,,MFCD22491262,333
CC(C)(C#N)C1=CC=C(B(O)O)C(F)=C1,Compound 2862,LN04956079,2.4g,1793003-65-2,MFCD22375016,61
OB(O)C1=CC(O)=CC2=CC=CC=C12,Compound 2863,LN04960965,0.4g,1698028-43-1,MFCD18417835,3
CO[BH-](OC)OC.[Na+],Compound 2864,LN04961364,5g,16940-17-3,MFCD00012422,3
OB(O)C1=CC=CC2=CC=CC(Br)=C12,Compound 2865,LN04962078,44.58g,167105-03-5,MFCD11656280,10
CC1=C(B2OC(C)(C)C(C)(C)O2)SC=N1,Compound 2866,LN04962197,8.88g,1662682-33-8,MFCD19543620,47
CC1(C)OB(C2=C(OC(F)(F)F)C=CC(Cl)=C2)OC1(C)C,Compound 2867,LN04962624,0.06g,1643467-83-7,MFCD18756732,3
CC1(C)OB(C2=C(Cl)C=C3OC(F)(F)OC3=C2)OC1(C)C,Compound 2868,LN04963254,0.2g,1628572-71-3,MFCD24039762,833
CC1=NC2=C(C=CC=C2)C(B3OC(C)(C)C(C)(C)O3)=C1,Compound 2869,LN04963342,0.001g,1627721-83-8,MFCD28383829,3
CNCC1=CC=C(B2OC(C)(C)C(C)(C)O2)C=C1,Compound 2870,LN04963873,0.01g,1613259-71-4,MFCD18733526,6
CN(N=C1)C=C1C2=CC=C(C=C2)B3OC(C)(C)C(C)(C)O3,Compound 2871,LN04964076,2.64g,1607838-14-1,MFCD30291898,228
COC1=CC=CC(C)=C1B(O)O,Compound 2872,LN04966003,309.78g,1567218-43-2,MFCD11043444,3
CC1(C)OB(C2=C3OCC(=O)NC3=CC=C2)OC1(C)C,Compound 2873,LN04967662,20.49g,1551418-99-5,MFCD30290233,103
O=C(NC1=CC=C(B2OC(C)(C)C(C)(C)O2)C=C1)C3=NC=CC=C3,Compound 2874,LN04968569,0.05g,1542209-30-2,,3
CN1C=CC=C(B(O)O)C1=O,Compound 2875,LN04976459,2.56g,1454558-46-3,MFCD23699496,3
OB(O)C1=C(Cl)C=CC=N1,Compound 2876,LN04976713,0.7g,1448866-17-8,MFCD12401037,4
O=[N+]([O-])C1=CC=C(B(O)O)C(F)=C1,Compound 2877,LN04977676,12.14g,1436608-93-3,MFCD24448775,3
[H]C12CC3([H])CC([H])(C1)CC(CN4N=CC(B5OC(C)(C)C(C)(C)O5)=C4C)(C2)C3,Compound 2878,LN04978273,1.35g,1430845-70-7,MFCD30748167,35
B1(OC(C)(C)C(O1)(C)C)C=2C=CC(C3=CC=C(C4(CC4)C(=O)OC)C=C3)=CC2,Compound 2879,LN04979486,420.97g,1423700-75-7,,367
N#CC1=CC=C(N)C=C1B2OC(C)(C)C(C)(C)O2,Compound 2880,LN04980518,0.58g,1421322-57-7,MFCD24040038,333
CC1(C)OB(OC1(C)C)C2=CC=CN=C2OC3CC3,Compound 2881,LN04996151,11.24g,1418132-45-2,MFCD29115458,214
CC1(OB(OC1(C)C)C2=CN(N=C2)CC3=CC(C(F)(F)F)=CC=C3)C,Compound 2882,LN04996384,0.28g,1415825-08-9,MFCD21337504,Need to inquire
CC1(C)OB(C2=CN(CC3=CC(Cl)=CC=C3)N=C2)OC1(C)C,Compound 2883,LN04996385,0.23g,1415825-07-8,MFCD21337492,286
CC1(C)OB(C2=NN(C3CCCCO3)N=C2)OC1(C)C,Compound 2884,LN04996423,648.18g,1415312-45-6,MFCD26521334,3
CC(C)(C)OC(=O)NCCN1C=C(B2OC(C)(C)C(C)(C)O2)C=N1,Compound 2885,LN04996537,3.96g,1414475-01-6,MFCD28717087,135
COC(=O)C1=CC=C(B2OC(C)(C)C(C)(C)O2)C=C1[N+](=O)[O-],Compound 2886,LN04997393,12.79g,1402238-34-9,MFCD16996357,19
COC1=NC(F)=C(B(O)O)C=C1,Compound 2887,LN04997394,0.2g,1402238-30-5,MFCD16611244,3
CC(C)(C)OC(=O)N1C=C(B2OC(C)(C)C(C)(C)O2)CC1,Compound 2888,LN04997524,1.66g,1401165-14-7,MFCD16996221,48
CCOC1=CC=CC(B2OC(C)(C)C(C)(C)O2)=C1,Compound 2889,LN04997604,0.3g,1400274-77-2,MFCD22414465,27
CCOC(=O)CCCB1OC(C)(C)C(C)(C)O1,Compound 2890,LN04998834,31.37g,1392140-97-4,MFCD22987682,3
CC1(C)OB(C2=C(N)C=C(C#N)C=C2)OC1(C)C,Compound 2891,LN04999988,4.075g,1384855-68-8,MFCD21099814,702
O1B(OC(C1(C)C)(C)C)C=2C(=C(C=CC2OC)Br)OC,Compound 2892,LN05037119,1g,,,100
O1B(OC(C1(C)C)(C)C)C=2C=CC(=C3C=CC=CC23)B4OC(C(O4)(C)C)(C)C,Compound 2893,LN05038236,4.74g,929103-36-6,,53
B1(OC(C)(C)C(O1)(C)C)C2=C(C(F)=C(C=C2)C#N)C,Compound 2894,LN05039166,3.41g,,MFCD31390775,93
B1(OC(C)(C)C(O1)(C)C)C=2C(C3CC3)=CC=CC2,Compound 2895,LN05039205,1254.65g,1362243-53-5,MFCD10698533,116
B1(OC(C)(C)C(O1)(C)C)C=2C=CC(C(CO)(C)C)=CC2,Compound 2896,LN05042030,9.7g,1613260-37-9,,380
B1(OC(C)(C)C(O1)(C)C)C=2C=CC(OCC(O)(C)C)=CC2,Compound 2897,LN05089833,0.35g,1415793-95-1,MFCD29053932,1333
B1(OC(C)(C)C(O1)(C)C)C2=CC(C(NC=3C=CC(=CC3)F)=O)=C(C(F)(F)F)C=C2,Compound 2898,LN05090038,9.33g,,,333
B1(C23CC(B4OC(C)(C)C(O4)(C)C)(C2)C3)OC(C)(C)C(O1)(C)C,Compound 2899,LN05090222,0.01g,2195389-90-1,,208
B1(OC(C)(C)C(O1)(C)C)C=2C=C(C=C(C2)OC)N,Compound 2900,LN05090703,4450.95g,1538623-41-4,MFCD24449321,36
B1(C2=C(C=3N(C(OC(C)(C)C)=O)CCOC3N=C2)C)OC(C)(C)C(O1)(C)C,Compound 2901,LN05090785,11.03g,2246363-82-4,,167
B1(C2=C(N=C(C=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OC(C)(C)C(O1)(C)C,Compound 2902,LN05333587,4687.31g,2152673-80-6,,3
B1(C=2C(=C(NC(C=3C(=CC(C4CC4)=CC3)F)=O)C=C(C2)F)C)OC(C)(C)C(O1)(C)C,Compound 2903,LN05333618,24.05g,1787294-47-6,,3333
B1(OC(C)(C)C(O1)(C)C)C2=C3C(C#C)=CC=CC3=CC=C2,Compound 2904,LN05334927,12.42g,2229969-04-2,,250
B1(B2OC(C)(C)C(O2)(C)C)NC(=O)C3=C(N1)C=CC=C3,Compound 2905,LN05335521,1.0035g,2242502-19-6,,3
C1=2C(B(O)O)=CC=CC1=CC=CC2Cl,Compound 2906,LN05335522,27.02g,2305022-53-9,MFCD18411302,194
C1C2(CC1(C2)C(=O)OC)B3OC(C(O3)(C)C)(C)C,Compound 2907,LN05335620,14.83g,2410440-12-7,MFCD31537340,417
C=1(C(=C(C=CC1F)F)O)B(O)O,Compound 2908,LN05336060,0.13g,2246616-05-5,MFCD18394882,Need to inquire
C1(=CC(=CC=C1)NC)B2OC(C(O2)(C)C)(C)C,Compound 2909,LN05336465,32.67g,869090-08-4,MFCD22415353,500
N#CC1=CC=C(N)C(B2OC(C)(C)C(C)(C)O2)=C1,Compound 2910,LN05337255,0.5g,1315350-04-9,MFCD12025487,29
CC1(C)C(C)(C)OB(C2=C(C)N=C(C)O2)O1,Compound 2911,LN05337287,1.48g,1686134-48-4,MFCD32632494,583
N=1N2C(C=C(C1)C#N)=CC=C2B3OC(C(O3)(C)C)(C)C,Compound 2912,LN05338603,0.58g,2242578-36-3,,4267
CCCN(CCC)S(=O)(=O)C1=CC=C(B2OC(C)(C)C(C)(C)O2)C=C1,Compound 2913,LN05339555,5.17g,2073808-28-1,,280
CC1=NC=C(C2=CC3=CC=C(F)C(B4OC(C)(C)C(C)(C)O4)=C3C=N2)S1,Compound 2914,LN05340137,1.62g,2377665-01-3,,5333
O1B(OC(C1(C)C)(C)C)C2=CC=CC3=CC=CC(=C23)Cl,Compound 2915,LN05340413,207.94g,2454397-84-1,,3
N1=C(C=C(C(=C1)NC(=O)OC(C)(C)C)B2OC(C(O2)(C)C)(C)C)Cl,Compound 2916,LN05340544,9.75g,,,1600
N1(C=C(C2=CC=CC(=C12)C#N)B3OC(C(O3)(C)C)(C)C)C(=O)OC(C)(C)C,Compound 2917,LN05340689,0.56g,2103352-20-9,,933
N1(C=C(C2=CC=CC(=C12)F)B3OC(C(O3)(C)C)(C)C)C(=O)OC(C)(C)C,Compound 2918,LN05340716,146.18g,,,20
C1(=CC(=CC(=C1F)N(CC=2C=CC(=CC2)OC)CC=3C=CC(=CC3)OC)C)B4OC(C(O4)(C)C)(C)C,Compound 2919,LN05340718,1.87g,2411791-72-3,,227
CC1(C)OB(C2=CC(OC(F)F)=CC=C2F)OC1(C)C,Compound 2920,LN05340960,106.81g,1445600-93-0,,319
COC1=CC(B2OC(C)(C)C(C)(C)O2)=CC(OC)=C1C=O,Compound 2921,LN05341002,119.34g,2369068-26-6,,7
C1CC(CC=C1B2OC(C(O2)(C)C)(C)C)COCC3=CC=CC=C3,Compound 2922,LN05341118,2.77g,,,750
NC1=C(C(=CC=C1)B2OC(C(O2)(C)C)(C)C)Cl,Compound 2923,LN05341128,6g,1269233-01-3,MFCD22207175,27
CC1=C(B2OC(C)(C)C(C)(C)O2)C3=NN(C4CCCCO4)C=C3C=C1,Compound 2924,LN05341217,1.73g,2253653-03-9,,83
C1CC(=CCC1(COC)COC)B2OC(C(O2)(C)C)(C)C,Compound 2925,LN05341327,6.76g,2375650-99-8,,560
O1B(OC(C1(C)C)(C)C)C=2C(=CC(=CC2)F)COCC3=CC=CC=C3,Compound 2926,LN05341639,349.94g,,,200
[O+]=1[B-](OC(=CC1C)C)(F)F,Compound 2927,LN05342523,46.64g,,MFCD07756755,117
N1(N=C(C=C1C(F)(F)F)B2OC(C(O2)(C)C)(C)C)C,Compound 2928,LN05342872,0.2g,1396123-92-4,MFCD28368565,3
CC1=NN(COCC[Si](C)(C)C)C(C)=C1B2OC(C)(C)C(C)(C)O2,Compound 2929,LN05343001,0.2g,1000801-22-8,MFCD22572241,500
[Si](C(C)C)(C(C)C)(C(C)C)C#CC=1C(=CC=C2C=C(C=C(C12)B3OC(C(O3)(C)C)(C)C)OCOC)F,Compound 2930,LN05343009,5.3g,2621932-37-2,,8
CC1=NC(C(F)(F)F)=CC(B2OC(C)(C)C(C)(C)O2)=C1,Compound 2931,LN05343020,1799.03g,1321518-03-9,MFCD18723339,39
CC1(C)OC2=C(CO1)C=CC(B3OC(C)(C)C(C)(C)O3)=C2,Compound 2932,LN05343400,20g,1191052-16-0,,500
O1B(OC(C1(C)C)(C)C)C=CC,Compound 2933,LN05343454,4.13g,72824-05-6,MFCD15143598,47
C[C@@H](CNC(=O)OC(C)(C)C)C1=CC=C(B(O)O)C=C1,Compound 2934,LN05344019,0.5g,2304493-22-7,,900
CC(=O)OCC1=CC=C(C#N)C=C1B2OC(C)(C)C(C)(C)O2,Compound 2935,LN05344042,0.1g,1268336-25-9,MFCD22494152,5333
B1(C2=CC=C(C3=C2C=CC=C3)C(=O)N)OC(C(O1)(C)C)(C)C,Compound 2936,LN05344662,9.05g,2054338-98-4,,715
CC1(C)C(C)(C)OB(O1)C2=C(F)C(N)=CC=C2F,Compound 2937,LN05344818,0.91g,2201100-34-5,,840
FC1=CC=C2C=COC2=C1B3OC(C)(C)C(C)(C)O3,Compound 2938,LN05345001,1261.58g,2614262-12-1,,30
O=CC1=CC(B2OC(C)(C)C(C)(C)O2)=CC(C=O)=C1,Compound 2939,LN05345106,1g,945865-80-5,MFCD22493812,13
BrC1=CC(B2OC(C)(C)C(C)(C)O2)=CN=C1OC,Compound 2940,LN05345152,0.26g,2223040-05-7,MFCD16996399,264
CC1(OB(OC1(C)C)C2=C3N=COC3=CC=C2)C,Compound 2941,LN05345511,4.964g,2055713-74-9,MFCD16995818,371
CC1(C)C(C)(OB(O1)C2=CN3C(C(OC)=C2)=C(Cl)C=N3)C,Compound 2942,LN05345763,0.25g,2446666-31-3,,3467
CC1(C)OB(OC1(C)C)C2=CCNCC2.O=C(O)C(F)(F)F,Compound 2943,LN05345880,0.9g,375853-83-1,MFCD11506075,3
FC1=CC=CC2=CC=CC(B3OC(C)(C)C(C)(C)O3)=C21,Compound 2944,LN05345896,16.35g,2621932-49-6,,222
C1(C)OB(C2=CC(N)=CC(F)=C2)OC1(C)C,Compound 2945,LN05345961,103.91g,710348-95-1,MFCD22207038,39
CC1(C)C(C)(C)OB(C2=NN(CC3=CC=C(OC)C=C3)C=C2)O1,Compound 2946,LN05346186,0.164g,2246786-23-0,,833
O=C(C1=CC=CC(C(F)(F)F)=C1)NC2=CC=C(B3OC(C)(C)C(C)(C)O3)C=C2,Compound 2947,LN05346877,1.39g,,,667
CC1(C)C(C)(C)OB(C2=C3C(C#C[Si](C(C)C)(C(C)C)C(C)C)=CC=CC3=CC=C2)O1,Compound 2948,LN05347288,3.54g,2454490-92-5,,600
CC1=C(B(O)O)C(O)=CC=C1,Compound 2949,LN05347683,0.46g,1567218-39-6,MFCD18397305,394
O=C(OCC)C1=CC2=CC(C3=CC=C(C=C3)C(F)(F)F)=CC=C2C(B4OC(C)(C)C(C)(C)O4)=C1,Compound 2950,LN05348118,5g,1160270-14-3,MFCD28972641,18000
CCC1=C(F)C=CC2=CC(OCOC)=CC(B3OC(C)(C)C(C)(C)O3)=C12,Compound 2951,LN05348140,137.69g,2621932-48-5,,23
CC(C)[Si](C#CC1=C(F)C=CC2=CC=CC(B3OC(C)(C)C(C)(C)O3)=C12)(C(C)C)C(C)C,Compound 2952,LN05348141,223.62g,2503307-87-5,,15
FC(F)(F)C1=CC=CC(B2OC(C)(C)C(C)(C)O2)=C1C(OC)=O,Compound 2953,LN05348187,1g,1146214-79-0,MFCD18756933,3
OB1OCC2=CC([N+]([O-])=O)=CC=C21,Compound 2954,LN05348306,0.53g,875816-94-7,MFCD24857368,38
CC1(C)OB(OC1(C)C)C2=CN=C(N(COCC[Si](C)(C)C)C(OC(C)(C)C)=O)S2,Compound 2955,LN05348384,1.02g,1228356-82-8,MFCD22570879,117
COCOC1=CC(B2OC(C)(C)C(C)(C)O2)=C3C(C#C[Si](C(C)C)(C(C)C)C(C)C)=CC=CC3=C1,Compound 2956,LN05348512,569.89g,2621932-42-9,,3
COCOC1=CC(B2OC(C)(C)C(C)(C)O2)=C3C(F)=CC=CC3=C1,Compound 2957,LN05348515,10g,2621936-17-0,,3
OB(C1=CC=C2C=C(C(OC)=O)C=CC2=C1)O,Compound 2958,LN05348680,1g,1809899-19-1,,3
OB(O)C1=CC=CC(N)=C1C,Compound 2959,LN05349045,27.5g,948592-66-3,MFCD20726071,79
OB(C1=CC=C(C=C1)C2=NN=CO2)O,Compound 2960,LN05349108,0.1g,276694-22-5,MFCD11865276,392
CC1(C)OB(OC1(C)C)C2=CC=C(OC)C=C2C(OC)=O,Compound 2961,LN05349507,3.3g,1146214-81-4,MFCD22414446,150
CC1(C)C(C)(OB(O1)C2=CC=C(C=C2)O[C@H]3CCN(C3)C(OC(C)(C)C)=O)C,Compound 2962,LN05349570,4.3g,1383793-75-6,,150
COC1=CC=C(Cl)C(F)=C1B(O)O,Compound 2963,LN05349819,0.1g,2468229-20-9,,525
ClC1=C(C)C=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,Compound 2964,LN05350279,0.5g,2374152-77-7,,3
CN1C2=CC=C(B3OC(C)(C)C(C)(C)O3)C=C2C=CC1=O,Compound 2965,LN05350399,0.15g,1219131-68-6,MFCD18383822,1450
CC1=C(C)C(N(COC)S(C2=C(B3OC(C)(C)C(C)(C)O3)C=CC=C2)(=O)=O)=NO1,Compound 2966,LN05351261,0.5g,415697-56-2,,1000
CC1(C)OB(OC1(C)C)C2=CC3=C(C=C2)NCCC3,Compound 2967,LN05351357,4.62g,1627563-96-5,MFCD22690668,467
CC(COC(C)=O)(C)CC1=CNC2=CC=C(B3OC(C(O3)(C)C)(C)C)C=C21,Compound 2968,LN05351723,56.13g,2764998-26-5,,600
CCC1(C(CC)(CC)OB(O1)B2OC(CC)(CC)C(CC)(CC)O2)CC,Compound 2969,LN05351820,134.19g,2247367-07-1,,27
C[C@H]1CN(C2=CC=C(B3OC(C)(C)C(C)(C)O3)C=N2)C[C@@H](C)O1,Compound 2970,LN05352641,2909g,1684430-48-5,MFCD18781814,708
COC(C1=CC(B2OC(C)(C)C(C)(C)O2)=C(N)C=C1Cl)=O,Compound 2971,LN05353203,1.5g,2774614-52-5,,Need to inquire
O=C1C=CC=CN1C2=CC=C(B3OC(C)(C)C(C)(C)O3)C=C2,Compound 2972,LN05353415,39.87g,832735-55-4,MFCD27951835,180
O=C(N1CCC(B2OC(C)(C)C(C)(C)O2)=C[C@H]1C)OC(C)(C)C,Compound 2973,LN05353488,0.1g,2226134-36-5,,333
COC1=CN=C(C(F)(F)F)C=C1B2OC(C)(C)C(C)(C)O2,Compound 2974,LN05353559,2g,2223041-06-1,MFCD18749603,3
CC1(C(C)(OB(C2=C(C(C3=CC=C(Cl)C=C3)=O)C=CC=C2)O1)C)C,Compound 2975,LN05353618,5766.45g,2226649-85-8,,10
CC1(C)OB(/C=C\CO[Si](C(C)(C)C)(C)C)OC1(C)C,Compound 2976,LN05353779,8.76g,277331-65-4,,153
CC1(C(C)(C)OB(O1)C2=CN(COCC[Si](C)(C)C)C3=C2C=CC(Cl)=N3)C,Compound 2977,LN05353891,7.25g,2767036-30-4,,96
